task_id	design_id	system	flex_delta	mutable	flexible	added	removed	wt_flex_count	total_positions	expected_sequences	pdb_relative	pdb_sha256	markstar_job	markstar_cpus	markstar_memory_gib	markstar_heap_gib	source_package	source_task_id	h200_source_manifest	h200_source_index
145	5em2_flex_p5	5em2	5	B614;B612	B606;B609;B607;B537;A105;A103;B538;B536;A104;A106;B608	B538;B536;A104;A106;B608		11	13	39	structures/5em2.min.reduce.renum.pdb	0166b3c392b703c1fec55dd1d3907bd4a7c396ab8ec4260ebb8f304353b51ad9	12686144_8	16	192	160	/usr/xtmp/lz280/markstar_backfill_20260922/prep_12686118/package	8	frontier_backfill25.tsv	8
146	5em2_flex_p6	5em2	6	B614;B612	B606;B609;B607;B537;A105;A103;B538;B536;A104;A106;B608;B611	B538;B536;A104;A106;B608;B611		12	14	39	structures/5em2.min.reduce.renum.pdb	0166b3c392b703c1fec55dd1d3907bd4a7c396ab8ec4260ebb8f304353b51ad9	12686144_9	16	192	160	/usr/xtmp/lz280/markstar_backfill_20260922/prep_12686118/package	9	frontier_backfill25.tsv	9
147	2hnv_flex_p4	2hnv	4	C237;C228	D273;D262;D314;D263;C235;C224;C225;C230;C190;C238;D261;D274;D315	C238;D261;D274;D315		13	15	39	structures/2hnv.min.reduce.renum.pdb	72965bf15cb3b5b64d655903ba4079bedc5938fd5026d75f5855d2e6c28f3942	12686144_10	16	192	160	/usr/xtmp/lz280/markstar_backfill_20260922/prep_12686118/package	10	frontier_backfill25.tsv	10
148	2hnv_flex_p5	2hnv	5	C237;C228	D273;D262;D314;D263;C235;C224;C225;C230;C190;C238;D261;D274;D315;C226	C238;D261;D274;D315;C226		14	16	39	structures/2hnv.min.reduce.renum.pdb	72965bf15cb3b5b64d655903ba4079bedc5938fd5026d75f5855d2e6c28f3942	12686144_11	16	192	160	/usr/xtmp/lz280/markstar_backfill_20260922/prep_12686118/package	11	frontier_backfill25.tsv	11
149	2q2a_flex_p2	2q2a	2	B385	B403;B400;B383;B362;B363;B391;B394;B390;A144;A156;A149;A153;B404;B402	B404;B402		14	15	20	structures/2q2a.min.reduce.renum.pdb	ea4be6a6fd940f23bbcdb91b1678192a876b6f908c650eb7ffb006171e98a428	12686144_12	16	192	160	/usr/xtmp/lz280/markstar_backfill_20260922/prep_12686118/package	12	frontier_backfill25.tsv	12
150	2q2a_flex_p3	2q2a	3	B385	B403;B400;B383;B362;B363;B391;B394;B390;A144;A156;A149;A153;B404;B402;B384	B404;B402;B384		15	16	20	structures/2q2a.min.reduce.renum.pdb	ea4be6a6fd940f23bbcdb91b1678192a876b6f908c650eb7ffb006171e98a428	12686144_13	16	192	160	/usr/xtmp/lz280/markstar_backfill_20260922/prep_12686118/package	13	frontier_backfill25.tsv	13
151	1gwc_flex_p2	1gwc	2	C514	B314;B309;B313;B311;B317;C510;C505;C446;C503;C511;C498;C500;C497;C445	C497;C445		14	15	20	structures/1gwc.min.reduce.renum.pdb	8e52f063e5911c83d039199e14da3edcd55355d6f93f00700cb96e6577b3f304	12686144_14	16	192	160	/usr/xtmp/lz280/markstar_backfill_20260922/prep_12686118/package	14	frontier_backfill25.tsv	14
152	1gwc_flex_p3	1gwc	3	C514	B314;B309;B313;B311;B317;C510;C505;C446;C503;C511;C498;C500;C497;C445;C447	C497;C445;C447		15	16	20	structures/1gwc.min.reduce.renum.pdb	8e52f063e5911c83d039199e14da3edcd55355d6f93f00700cb96e6577b3f304	12686144_15	16	192	160	/usr/xtmp/lz280/markstar_backfill_20260922/prep_12686118/package	15	frontier_backfill25.tsv	15
153	2rl0_flex_p1	2rl0	1	A85	G95;G97;A75;A65;A63;A49;A48;A51;A50;A87;A77;A76;G96	G96		13	14	20	structures/2rl0.min.reduce.renum.pdb	17c3fc75a1a7799e94a0516af23187018499c3923868a87d8c4825fdf22ebbfd	12686144_16	16	192	160	/usr/xtmp/lz280/markstar_backfill_20260922/prep_12686118/package	16	frontier_backfill25.tsv	16
154	2rl0_flex_p2	2rl0	2	A85	G95;G97;A75;A65;A63;A49;A48;A51;A50;A87;A77;A76;G96;G94	G96;G94		14	15	20	structures/2rl0.min.reduce.renum.pdb	17c3fc75a1a7799e94a0516af23187018499c3923868a87d8c4825fdf22ebbfd	12686144_17	16	192	160	/usr/xtmp/lz280/markstar_backfill_20260922/prep_12686118/package	17	frontier_backfill25.tsv	17
155	2rfe_flex_p2	2rfe	2	B488	F1138;B500;B499;B504;B506;B475;B471;B452;B524;B505;B496;B491;B501;B472	B501;B472		14	15	20	structures/2rfe.min.reduce.renum.pdb	ce698f5fdbc5090c56247449564bc8e3518aafc92d330b3efa3253a811ac0d87	12686144_18	16	192	160	/usr/xtmp/lz280/markstar_backfill_20260922/prep_12686118/package	18	frontier_backfill25.tsv	18
156	2hnu_flex_p5	2hnu	5	D309;D318	D311;D271;D316;D306;D305;C192;C182;C233;C181;D319;C193;C191;C180;C234	D319;C193;C191;C180;C234		14	16	39	structures/2hnu.min.reduce.renum.pdb	848f254f069c1a865a4c4a9b70cb361970bdaf2d5b2f2877ed750cef32a29d16	12686144_19	16	192	160	/usr/xtmp/lz280/markstar_backfill_20260922/prep_12686118/package	19	frontier_backfill25.tsv	19
157	2rf9_flex_p11	2rf9	11	D586;D585	D582;D578;B499;B503;B504;B498;D581;D583;D587;D579;D584;B502;B500;D577;B543	B504;B498;D581;D583;D587;D579;D584;B502;B500;D577;B543		15	17	39	structures/2rf9.min.reduce.renum.pdb	f8e6b62f782e0041d58209e68b25129a7f6bd4f15371a7c05c93c0031d7a092b	12686144_20	16	192	160	/usr/xtmp/lz280/markstar_backfill_20260922/prep_12686118/package	20	frontier_backfill25.tsv	20
158	2xxm_flex_p3	2xxm	3	B107	B115;B117;B109;B173;B105;B167;B165;A30;A4;A6;A5;B106;B168;B104	B106;B168;B104		14	15	20	structures/2xxm.min.reduce.renum.pdb	f1a1c3f31a8f7648a41f66fec1da8b0de570f48b1a63f36eb36735381bb8aaa1	12686144_21	16	192	160	/usr/xtmp/lz280/markstar_backfill_20260922/prep_12686118/package	21	frontier_backfill25.tsv	21
159	3eb6_flex_p6	3eb6	6	A44;A45	B128;A55;A29;A19;A42;A41;A37;A30;A38;A28;A54;A40;B129	A30;A38;A28;A54;A40;B129		13	15	39	structures/3eb6.min.reduce.renum.pdb	cd633dddedd01529c022eed488818b918e3dc5c5e88d740014aa24dada36a76f	12686144_22	16	192	160	/usr/xtmp/lz280/markstar_backfill_20260922/prep_12686118/package	22	frontier_backfill25.tsv	22
160	1b6c_flex_p2	1b6c	2	E965	F994;F995;E903;E892;E957;E925;E963;E947;E922;E942;E940;E967;E948;E893;E964	E893;E964		15	16	20	structures/1b6c.min.reduce.renum.pdb	f5f2300da8c053977b62db8ffe9c4e29119b29d9c6e1ff78e1486678736aee64	12686144_23	16	192	160	/usr/xtmp/lz280/markstar_backfill_20260922/prep_12686118/package	23	frontier_backfill25.tsv	23
161	3bu8_flex_p11	3bu8	11	B243	D431;A34;A35;D430;B242;A36;D432;B244;A33;B246;A37;A32;B240;A31	D430;B242;A36;D432;B244;A33;B246;A37;A32;B240;A31		14	15	20	structures/3bu8.min.reduce.renum.pdb	cc4dc324318180bca6671a1fe5ba968c3e461132e5981705e89816d183c11e2f	12686144_24	16	192	160	/usr/xtmp/lz280/markstar_backfill_20260922/prep_12686118/package	24	frontier_backfill25.tsv	24
